method,idx,base_idx,crop_id,path,sample_id,dataset,image_name,noise_seed,clean_sha256,noisy_sha256,sigma,noisy_mse,noisy_psnr,noisy_ssim,recon_mse,recon_psnr,recon_ssim,lambda_mean,lambda_std,lambda_min,lambda_max,lambda_p01,lambda_median,lambda_p99,lambda_lower_saturation_fraction,lambda_upper_saturation_fraction
U-Tikhonov T16/CG64,0,0,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0801.png,div2k/0801.png/sigma_0.050,div2k,0801.png,20000,9ca598cce3296c3968a2f8f7685477f637dbdbbb9d4efb1cd418ca185bd31eef,23816f670e12ef763ffa26e17d479c22563b12b91b944922e6e872ff0e91ddd9,0.05000000074505806,0.002490886254236102,26.036462783813477,0.8823994398117065,0.0013869325630366802,28.57944679260254,0.9288710355758667,0.7187957763671875,1.4196372032165527,0.0009524495690129697,32.53190994262695,0.02102081850171089,0.3319801092147827,6.340407371520996,0.5009613037109375,0.0
U-Tikhonov T16/CG64,1,1,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0802.png,div2k/0802.png/sigma_0.050,div2k,0802.png,20001,3177c80331fb32ceee70ac3ef64d2e56a1bce05ea8a9c0b664e2592552554742,d7445e9bbede99adf4b19b227f2355615e482ee7cff23a13638b786e6b30c394,0.05000000074505806,0.002405831590294838,26.187347412109375,0.9328572154045105,0.0009187161922454834,30.368186950683594,0.9741374254226685,0.6230629682540894,1.4202250242233276,0.0011293290881440043,33.07699966430664,0.015723371878266335,0.2615951895713806,6.740418910980225,0.587066650390625,1.52587890625e-05
U-Tikhonov T16/CG64,2,2,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0803.png,div2k/0803.png/sigma_0.050,div2k,0803.png,20002,671a4205d217354c075117f716a83d9a5ef2b4c921475de333f15ac8882c9356,b5a7166a3bd623d88ad5e32920e020aa9881a7f9602b957908661d9ad5911f05,0.05000000074505806,0.002532033249735832,25.965307235717773,0.7820858955383301,0.0005483153508976102,32.60969543457031,0.9571406841278076,1.6561070680618286,2.3720598220825195,0.0003219357749912888,33.12055206298828,0.019196903333067894,0.9696233868598938,11.373226165771484,0.218536376953125,3.0517578125e-05
U-Tikhonov T16/CG64,3,3,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0804.png,div2k/0804.png/sigma_0.050,div2k,0804.png,20003,f95563d4b6e58b102c165eeec7f7e1ba2608e12c3a331510949f0cce842149ea,8156d77cd656fb19dfebf51512b4d5696d40aeafb0bde5085e54bd36695252c2,0.05000000074505806,0.00246782717294991,26.076852798461914,0.8910704851150513,0.00117520522326231,29.29886245727539,0.9481655955314636,1.2627649307250977,3.140458106994629,0.0008990718051791191,33.20448684692383,0.011548947542905807,0.3296331465244293,17.78772735595703,0.5026397705078125,0.00018310546875
U-Tikhonov T16/CG64,4,4,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0805.png,div2k/0805.png/sigma_0.050,div2k,0805.png,20004,bac34b49da4033070da28c152ece5c527c7274eafed4e320f3e7258274a93177,d733ca341fa83d639b60a0d5d843dcd82077f7873c9129c0080f5cd10352a039,0.05000000074505806,0.002380685182288289,26.232982635498047,0.8473595976829529,0.0011284500360488892,29.475175857543945,0.9142864346504211,1.1150884628295898,1.8658424615859985,0.0017691905377432704,32.89962387084961,0.029316186904907227,0.5526261329650879,8.62534236907959,0.3369598388671875,0.0
U-Tikhonov T16/CG64,5,5,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0806.png,div2k/0806.png/sigma_0.050,div2k,0806.png,20005,befc31ea0c7663db0351a7238adfea3153639f5dfa13cb7cacfd757a46539d49,f1db7de87fc069e24df1302f21e8934d1fe35cda4374b9a2915d579081ffa22f,0.05000000074505806,0.002493798965588212,26.031387329101562,0.7556111812591553,0.0006969451787881553,31.56801414489746,0.9419464468955994,2.5908703804016113,3.6257717609405518,0.0012842571595683694,33.21410369873047,0.030173035338521004,1.2982529401779175,18.4456844329834,0.197845458984375,3.0517578125e-05
U-Tikhonov T16/CG64,6,6,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0807.png,div2k/0807.png/sigma_0.050,div2k,0807.png,20006,1e941eaeed69e78250491fe2c5b2f458f2f36301b8aa701227bd408f852fa572,1472dc7dc1cc2319794d51c25542091f03a175962d768447565a84affad77cfd,0.05000000074505806,0.002496341709047556,26.026958465576172,0.8193234205245972,0.001427092938683927,28.45547866821289,0.9082814455032349,1.7234933376312256,3.014352560043335,0.0024211788550019264,32.87961959838867,0.02993699163198471,0.5858975648880005,15.350838661193848,0.342987060546875,0.0
U-Tikhonov T16/CG64,7,7,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0808.png,div2k/0808.png/sigma_0.050,div2k,0808.png,20007,9666b1dba93f470d95570471f38f195acafae585deefb8498b5ebb625df94e78,d66335dc80e7b4534f5e2fb398b20473ab46ef15dfb587f54f4af7a3bb09f04b,0.05000000074505806,0.002448369050398469,26.111230850219727,0.619567334651947,0.000626507680863142,32.030738830566406,0.953154444694519,7.2802510261535645,8.430270195007324,0.00031435885466635227,33.281341552734375,0.020091215148568153,4.12919282913208,32.47825622558594,0.1831817626953125,0.0065765380859375
U-Tikhonov T16/CG64,8,8,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0809.png,div2k/0809.png/sigma_0.050,div2k,0809.png,20008,f57d7f591d2770efb0162e925acaaef8e4ce467e58b7a54d53de058959be9978,8903d3b02e67898ce2ed33bc80a2e01b939b43396cb49d7dd57604d18f78a597,0.05000000074505806,0.002490770537406206,26.036663055419922,0.8125088214874268,0.0009921786841005087,30.034103393554688,0.8935173749923706,1.049667477607727,1.5832048654556274,0.0028959112241864204,29.396039962768555,0.03986124321818352,0.5182316899299622,7.971670627593994,0.33203125,0.0
U-Tikhonov T16/CG64,9,9,0,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/First Try/data/DIV2K/DIV2K_valid_HR/0810.png,div2k/0810.png/sigma_0.050,div2k,0810.png,20009,50cf8d799292c4a6f6c23b4a8f1d0c08015da9c6e74d9109a31efdb1eb5d9df3,dcf29b2f5a250c88dd457f9bb2447b76c18db7a9927223d0768af7ff6648da6b,0.05000000074505806,0.002494839718565345,26.02957534790039,0.753049373626709,0.0008653721306473017,30.627973556518555,0.9180930852890015,1.7182042598724365,2.3394429683685303,0.00153017055708915,33.111961364746094,0.04356789216399193,0.9473501443862915,10.453730583190918,0.226348876953125,4.57763671875e-05
