benchmark_group,sample_id,dataset,image_name,sigma,first_method,second_method,metric,difference
div2k,div2k/0801.png/sigma_0.050,div2k,0801.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.05858612060546875
div2k,div2k/0802.png/sigma_0.050,div2k,0802.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.5578804016113281
div2k,div2k/0803.png/sigma_0.050,div2k,0803.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.13544082641601562
div2k,div2k/0804.png/sigma_0.050,div2k,0804.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.1410083770751953
div2k,div2k/0805.png/sigma_0.050,div2k,0805.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.14229202270507812
div2k,div2k/0806.png/sigma_0.050,div2k,0806.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.04159355163574219
div2k,div2k/0807.png/sigma_0.050,div2k,0807.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.11338424682617188
div2k,div2k/0808.png/sigma_0.050,div2k,0808.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.1013641357421875
div2k,div2k/0809.png/sigma_0.050,div2k,0809.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.0185394287109375
div2k,div2k/0810.png/sigma_0.050,div2k,0810.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.04082679748535156
div2k,div2k/0811.png/sigma_0.050,div2k,0811.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.055263519287109375
div2k,div2k/0812.png/sigma_0.050,div2k,0812.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.0074672698974609375
div2k,div2k/0813.png/sigma_0.050,div2k,0813.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.10522651672363281
div2k,div2k/0814.png/sigma_0.050,div2k,0814.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.3285675048828125
div2k,div2k/0815.png/sigma_0.050,div2k,0815.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.14948272705078125
div2k,div2k/0816.png/sigma_0.050,div2k,0816.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.03242301940917969
div2k,div2k/0817.png/sigma_0.050,div2k,0817.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.10899543762207031
div2k,div2k/0818.png/sigma_0.050,div2k,0818.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.06840324401855469
div2k,div2k/0819.png/sigma_0.050,div2k,0819.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.0068206787109375
div2k,div2k/0820.png/sigma_0.050,div2k,0820.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.3002452850341797
div2k,div2k/0821.png/sigma_0.050,div2k,0821.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.3862152099609375
div2k,div2k/0822.png/sigma_0.050,div2k,0822.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.015378952026367188
div2k,div2k/0823.png/sigma_0.050,div2k,0823.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.0843963623046875
div2k,div2k/0824.png/sigma_0.050,div2k,0824.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.14447975158691406
div2k,div2k/0825.png/sigma_0.050,div2k,0825.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.1058197021484375
div2k,div2k/0826.png/sigma_0.050,div2k,0826.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.01279449462890625
div2k,div2k/0827.png/sigma_0.050,div2k,0827.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.07241439819335938
div2k,div2k/0828.png/sigma_0.050,div2k,0828.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.311126708984375
div2k,div2k/0829.png/sigma_0.050,div2k,0829.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.17687225341796875
div2k,div2k/0830.png/sigma_0.050,div2k,0830.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.04677581787109375
div2k,div2k/0831.png/sigma_0.050,div2k,0831.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.016485214233398438
div2k,div2k/0832.png/sigma_0.050,div2k,0832.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.01763916015625
div2k,div2k/0833.png/sigma_0.050,div2k,0833.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.0786590576171875
div2k,div2k/0834.png/sigma_0.050,div2k,0834.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.11576080322265625
div2k,div2k/0835.png/sigma_0.050,div2k,0835.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.10991859436035156
div2k,div2k/0836.png/sigma_0.050,div2k,0836.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.060771942138671875
div2k,div2k/0837.png/sigma_0.050,div2k,0837.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.088470458984375
div2k,div2k/0838.png/sigma_0.050,div2k,0838.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.2562408447265625
div2k,div2k/0839.png/sigma_0.050,div2k,0839.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.00322723388671875
div2k,div2k/0840.png/sigma_0.050,div2k,0840.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.03711700439453125
div2k,div2k/0841.png/sigma_0.050,div2k,0841.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.06422996520996094
div2k,div2k/0842.png/sigma_0.050,div2k,0842.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.09647369384765625
div2k,div2k/0843.png/sigma_0.050,div2k,0843.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.6085205078125
div2k,div2k/0844.png/sigma_0.050,div2k,0844.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.0703125
div2k,div2k/0845.png/sigma_0.050,div2k,0845.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.08391189575195312
div2k,div2k/0846.png/sigma_0.050,div2k,0846.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.029918670654296875
div2k,div2k/0847.png/sigma_0.050,div2k,0847.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.07474136352539062
div2k,div2k/0848.png/sigma_0.050,div2k,0848.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.20421409606933594
div2k,div2k/0849.png/sigma_0.050,div2k,0849.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.061931610107421875
div2k,div2k/0850.png/sigma_0.050,div2k,0850.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.05377388000488281
div2k,div2k/0851.png/sigma_0.050,div2k,0851.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.3038368225097656
div2k,div2k/0852.png/sigma_0.050,div2k,0852.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.06016349792480469
div2k,div2k/0853.png/sigma_0.050,div2k,0853.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.089202880859375
div2k,div2k/0854.png/sigma_0.050,div2k,0854.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.14185714721679688
div2k,div2k/0855.png/sigma_0.050,div2k,0855.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.062835693359375
div2k,div2k/0856.png/sigma_0.050,div2k,0856.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.05111503601074219
div2k,div2k/0857.png/sigma_0.050,div2k,0857.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.20845794677734375
div2k,div2k/0858.png/sigma_0.050,div2k,0858.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.09110450744628906
div2k,div2k/0859.png/sigma_0.050,div2k,0859.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.06365776062011719
div2k,div2k/0860.png/sigma_0.050,div2k,0860.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.05092048645019531
div2k,div2k/0861.png/sigma_0.050,div2k,0861.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.09027862548828125
div2k,div2k/0862.png/sigma_0.050,div2k,0862.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.0334014892578125
div2k,div2k/0863.png/sigma_0.050,div2k,0863.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.06606101989746094
div2k,div2k/0864.png/sigma_0.050,div2k,0864.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.011203765869140625
div2k,div2k/0865.png/sigma_0.050,div2k,0865.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.05771827697753906
div2k,div2k/0866.png/sigma_0.050,div2k,0866.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.01499176025390625
div2k,div2k/0867.png/sigma_0.050,div2k,0867.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.030399322509765625
div2k,div2k/0868.png/sigma_0.050,div2k,0868.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.29541778564453125
div2k,div2k/0869.png/sigma_0.050,div2k,0869.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.07032394409179688
div2k,div2k/0870.png/sigma_0.050,div2k,0870.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.02178192138671875
div2k,div2k/0871.png/sigma_0.050,div2k,0871.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.014245986938476562
div2k,div2k/0872.png/sigma_0.050,div2k,0872.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.09076309204101562
div2k,div2k/0873.png/sigma_0.050,div2k,0873.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.0316619873046875
div2k,div2k/0874.png/sigma_0.050,div2k,0874.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.04504203796386719
div2k,div2k/0875.png/sigma_0.050,div2k,0875.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.0861663818359375
div2k,div2k/0876.png/sigma_0.050,div2k,0876.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.09000396728515625
div2k,div2k/0877.png/sigma_0.050,div2k,0877.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.18341445922851562
div2k,div2k/0878.png/sigma_0.050,div2k,0878.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.054134368896484375
div2k,div2k/0879.png/sigma_0.050,div2k,0879.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.15819358825683594
div2k,div2k/0880.png/sigma_0.050,div2k,0880.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.044124603271484375
div2k,div2k/0881.png/sigma_0.050,div2k,0881.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.024747848510742188
div2k,div2k/0882.png/sigma_0.050,div2k,0882.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.22883224487304688
div2k,div2k/0883.png/sigma_0.050,div2k,0883.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.02001953125
div2k,div2k/0884.png/sigma_0.050,div2k,0884.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.031986236572265625
div2k,div2k/0885.png/sigma_0.050,div2k,0885.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.019433975219726562
div2k,div2k/0886.png/sigma_0.050,div2k,0886.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.05516815185546875
div2k,div2k/0887.png/sigma_0.050,div2k,0887.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.0509490966796875
div2k,div2k/0888.png/sigma_0.050,div2k,0888.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.10212135314941406
div2k,div2k/0889.png/sigma_0.050,div2k,0889.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.1268157958984375
div2k,div2k/0890.png/sigma_0.050,div2k,0890.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.10068321228027344
div2k,div2k/0891.png/sigma_0.050,div2k,0891.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.023366928100585938
div2k,div2k/0892.png/sigma_0.050,div2k,0892.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.1304759979248047
div2k,div2k/0893.png/sigma_0.050,div2k,0893.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.1467761993408203
div2k,div2k/0894.png/sigma_0.050,div2k,0894.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.10338973999023438
div2k,div2k/0895.png/sigma_0.050,div2k,0895.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.18962860107421875
div2k,div2k/0896.png/sigma_0.050,div2k,0896.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.3241424560546875
div2k,div2k/0897.png/sigma_0.050,div2k,0897.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.06395339965820312
div2k,div2k/0898.png/sigma_0.050,div2k,0898.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.13696670532226562
div2k,div2k/0899.png/sigma_0.050,div2k,0899.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,0.23395156860351562
div2k,div2k/0900.png/sigma_0.050,div2k,0900.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,PSNR,-0.029237747192382812
div2k,div2k/0801.png/sigma_0.050,div2k,0801.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-6.335973739624023e-05
div2k,div2k/0802.png/sigma_0.050,div2k,0802.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0035856962203979492
div2k,div2k/0803.png/sigma_0.050,div2k,0803.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0017592310905456543
div2k,div2k/0804.png/sigma_0.050,div2k,0804.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.000767827033996582
div2k,div2k/0805.png/sigma_0.050,div2k,0805.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.00038683414459228516
div2k,div2k/0806.png/sigma_0.050,div2k,0806.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0006132125854492188
div2k,div2k/0807.png/sigma_0.050,div2k,0807.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0023456811904907227
div2k,div2k/0808.png/sigma_0.050,div2k,0808.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0016927719116210938
div2k,div2k/0809.png/sigma_0.050,div2k,0809.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0016955137252807617
div2k,div2k/0810.png/sigma_0.050,div2k,0810.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0019495487213134766
div2k,div2k/0811.png/sigma_0.050,div2k,0811.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.003724396228790283
div2k,div2k/0812.png/sigma_0.050,div2k,0812.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,6.80088996887207e-05
div2k,div2k/0813.png/sigma_0.050,div2k,0813.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.00141143798828125
div2k,div2k/0814.png/sigma_0.050,div2k,0814.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.007407784461975098
div2k,div2k/0815.png/sigma_0.050,div2k,0815.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0015874505043029785
div2k,div2k/0816.png/sigma_0.050,div2k,0816.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0009586811065673828
div2k,div2k/0817.png/sigma_0.050,div2k,0817.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.002459883689880371
div2k,div2k/0818.png/sigma_0.050,div2k,0818.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0003581047058105469
div2k,div2k/0819.png/sigma_0.050,div2k,0819.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0008795261383056641
div2k,div2k/0820.png/sigma_0.050,div2k,0820.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0020785927772521973
div2k,div2k/0821.png/sigma_0.050,div2k,0821.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.002119898796081543
div2k,div2k/0822.png/sigma_0.050,div2k,0822.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0014424920082092285
div2k,div2k/0823.png/sigma_0.050,div2k,0823.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.003456592559814453
div2k,div2k/0824.png/sigma_0.050,div2k,0824.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0008868575096130371
div2k,div2k/0825.png/sigma_0.050,div2k,0825.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0019207596778869629
div2k,div2k/0826.png/sigma_0.050,div2k,0826.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0008072853088378906
div2k,div2k/0827.png/sigma_0.050,div2k,0827.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0008771419525146484
div2k,div2k/0828.png/sigma_0.050,div2k,0828.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.003964722156524658
div2k,div2k/0829.png/sigma_0.050,div2k,0829.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0017421245574951172
div2k,div2k/0830.png/sigma_0.050,div2k,0830.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0001882314682006836
div2k,div2k/0831.png/sigma_0.050,div2k,0831.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0012656450271606445
div2k,div2k/0832.png/sigma_0.050,div2k,0832.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0004469752311706543
div2k,div2k/0833.png/sigma_0.050,div2k,0833.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0032302141189575195
div2k,div2k/0834.png/sigma_0.050,div2k,0834.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.00032711029052734375
div2k,div2k/0835.png/sigma_0.050,div2k,0835.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.00480419397354126
div2k,div2k/0836.png/sigma_0.050,div2k,0836.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0016045570373535156
div2k,div2k/0837.png/sigma_0.050,div2k,0837.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.00010973215103149414
div2k,div2k/0838.png/sigma_0.050,div2k,0838.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0037078857421875
div2k,div2k/0839.png/sigma_0.050,div2k,0839.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0006154179573059082
div2k,div2k/0840.png/sigma_0.050,div2k,0840.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.001662909984588623
div2k,div2k/0841.png/sigma_0.050,div2k,0841.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0015659332275390625
div2k,div2k/0842.png/sigma_0.050,div2k,0842.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0004512667655944824
div2k,div2k/0843.png/sigma_0.050,div2k,0843.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.009756982326507568
div2k,div2k/0844.png/sigma_0.050,div2k,0844.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0017746686935424805
div2k,div2k/0845.png/sigma_0.050,div2k,0845.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.004168450832366943
div2k,div2k/0846.png/sigma_0.050,div2k,0846.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0029618144035339355
div2k,div2k/0847.png/sigma_0.050,div2k,0847.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.000751197338104248
div2k,div2k/0848.png/sigma_0.050,div2k,0848.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.002562284469604492
div2k,div2k/0849.png/sigma_0.050,div2k,0849.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0008202791213989258
div2k,div2k/0850.png/sigma_0.050,div2k,0850.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,9.167194366455078e-05
div2k,div2k/0851.png/sigma_0.050,div2k,0851.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.006102025508880615
div2k,div2k/0852.png/sigma_0.050,div2k,0852.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.005198061466217041
div2k,div2k/0853.png/sigma_0.050,div2k,0853.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.003922462463378906
div2k,div2k/0854.png/sigma_0.050,div2k,0854.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.002270638942718506
div2k,div2k/0855.png/sigma_0.050,div2k,0855.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0006857514381408691
div2k,div2k/0856.png/sigma_0.050,div2k,0856.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.004456162452697754
div2k,div2k/0857.png/sigma_0.050,div2k,0857.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0023827552795410156
div2k,div2k/0858.png/sigma_0.050,div2k,0858.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.008656859397888184
div2k,div2k/0859.png/sigma_0.050,div2k,0859.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0002186298370361328
div2k,div2k/0860.png/sigma_0.050,div2k,0860.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0005886554718017578
div2k,div2k/0861.png/sigma_0.050,div2k,0861.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.012611865997314453
div2k,div2k/0862.png/sigma_0.050,div2k,0862.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0011138319969177246
div2k,div2k/0863.png/sigma_0.050,div2k,0863.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.002577543258666992
div2k,div2k/0864.png/sigma_0.050,div2k,0864.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0012188553810119629
div2k,div2k/0865.png/sigma_0.050,div2k,0865.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,0.0003114938735961914
div2k,div2k/0866.png/sigma_0.050,div2k,0866.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0012983083724975586
div2k,div2k/0867.png/sigma_0.050,div2k,0867.png,0.05000000074505806,U-Tikhonov T16/CG32,U-Tikhonov T4/CG32,SSIM,-0.0006135106086730957
