model_name,method,device,device_description,torch_version,parameter_count,epochs,training_images,validation_images,best_epoch,best_val_psnr,total_time_sec,mean_epoch_time_sec,mean_train_phase_time_sec,mean_validation_time_sec,mean_train_images_per_sec,solver_iterations,lambda_max,source_epoch,target_epoch,additional_epochs,continuation_time_sec,optimizer_step_min_before,optimizer_step_max_before,optimizer_step_min_after,optimizer_step_max_after,continuation_seed,rng_restored
u_tikhonov,U-Tikhonov T4/CG32,mps,Apple Metal Performance Shaders (MPS),2.12.0,1925025,300,500,50,259,31.901855430603028,27131.812043625803,90.36478663972055,85.6316868455318,4.7327015827747525,5.840372573084933,32,8.320335292207616,200,300,100,9066.31773900002,100000,100000,150000,150000,1000042,True
