model_name,device,device_description,torch_version,parameter_count,epochs,training_images,validation_images,best_epoch,best_val_psnr,total_time_sec,mean_epoch_time_sec,mean_train_phase_time_sec,mean_validation_time_sec,mean_train_images_per_sec,solver_iterations
u_tv,mps,Apple Metal Performance Shaders (MPS),2.12.0,1925025,200,500,50,197,31.95327434539795,15206.578649375006,75.96027520790346,72.70302372625476,3.2569311029544044,6.877315922837543,64
