model_name,method,device,device_description,torch_version,parameter_count,epochs,source_epoch,target_epoch,additional_epochs,training_images,validation_images,best_epoch,best_val_psnr,total_time_sec,continuation_time_sec,mean_epoch_time_sec,mean_continuation_epoch_time_sec,solver_iterations,optimizer_step_min_before,optimizer_step_max_before,optimizer_step_min_after,optimizer_step_max_after,continuation_seed
u_tv,U-TV,mps,Apple Metal Performance Shaders (MPS),2.12.0,1925025,300,200,300,100,500,50,277,31.984628829956055,23601.62333541701,8388.219825249747,78.60091622276813,83.88219825249747,64,100000.0,100000.0,150000.0,150000.0,1000042
