model_name,method,device,device_description,torch_version,parameter_count,epochs,training_images,validation_images,best_epoch,best_val_psnr,total_time_sec,mean_epoch_time_sec,mean_train_phase_time_sec,mean_validation_time_sec,mean_train_images_per_sec,solver_iterations,lambda_max,source_epoch,target_epoch,additional_epochs,continuation_time_sec,optimizer_step_min_before,optimizer_step_max_before,optimizer_step_min_after,optimizer_step_max_after,continuation_seed,rng_restored
u_tikhonov,U-Tikhonov T4/CG32,mps,Apple Metal Performance Shaders (MPS),2.12.0,1925025,200,500,50,200,31.886561660766603,18065.570315250778,90.24944664770126,85.50722711328592,4.74180256522086,5.849513939290455,32,8.320335292207616,100,200,100,9047.968325666967,50000,50000,100000,100000,1000042,True
