method,source_epoch,target_epoch,additional_epochs,source_best_epoch,source_best_val_psnr,final_best_epoch,final_best_val_psnr,validation_gain_db,epochs_after_best,best_in_new_extension,continuation_hours,mean_continuation_epoch_seconds,latest_checkpoint,best_checkpoint
U-TGV,200,300,100,198,31.798548316955568,286,31.889141960144045,0.09059364318847685,14,True,5.527011050207188,198.97239780745878,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/cleaned_pipeline/checkpoints/u_tgv_e300_resumed_from_e200/u_tgv_latest.pth,/Users/kyrillguba/Documents/Data Analytics MSc/Thesis/Python/cleaned_pipeline/checkpoints/u_tgv_e300_resumed_from_e200/u_tgv_best.pth
