model_name,method,device,device_description,torch_version,parameter_count,epochs,source_epoch,target_epoch,additional_epochs,training_images,validation_images,best_epoch,best_val_psnr,total_time_sec,continuation_time_sec,mean_epoch_time_sec,mean_continuation_epoch_time_sec,solver_iterations,optimizer_step_min_before,optimizer_step_max_before,optimizer_step_min_after,optimizer_step_max_after,continuation_seed
u_tgv,U-TGV,mps,Apple Metal Performance Shaders (MPS),2.12.0,1925058,200,100,200,100,500,50,198,31.798548316955568,39098.58440016699,19987.25256396382,195.41433088272927,199.87252563963818,64,50000.0,50000.0,100000.0,100000.0,1000042
