model_name,method,device,device_description,torch_version,parameter_count,epochs,training_images,validation_images,best_epoch,best_val_psnr,total_time_sec,mean_epoch_time_sec,mean_train_phase_time_sec,mean_validation_time_sec,mean_train_images_per_sec,solver_iterations,lambda_max,source_epoch,target_epoch,additional_epochs,continuation_time_sec,optimizer_step_min_before,optimizer_step_max_before,optimizer_step_min_after,optimizer_step_max_after,continuation_seed,rng_restored
u_tikhonov,U-Tikhonov T16/CG64,mps,Apple Metal Performance Shaders (MPS),2.12.0,1925025,200,500,50,200,32.06738468170166,27234.234021876182,136.00357438852953,128.67282689521758,7.3303376418797415,3.9072315992104607,64,33.281341168830465,100,200,100,13573.232481625048,50000,50000,100000,100000,1000042,True
