model_name,method,device,device_description,torch_version,parameter_count,epochs,training_images,validation_images,best_epoch,best_val_psnr,total_time_sec,mean_epoch_time_sec,mean_train_phase_time_sec,mean_validation_time_sec,mean_train_images_per_sec,solver_iterations,lambda_max,source_epoch,target_epoch,additional_epochs,continuation_time_sec,optimizer_step_min_before,optimizer_step_max_before,optimizer_step_min_after,optimizer_step_max_after,continuation_seed,rng_restored
u_tikhonov,U-Tikhonov T4/CG64,mps,Apple Metal Performance Shaders (MPS),2.12.0,1925025,300,500,50,293,31.89982250213623,40673.811858832996,135.48797370719126,128.32177724207494,7.165801585276992,3.9132069917075962,64,8.320335292207616,200,300,100,6677.5189917499665,125000,125000,150000,150000,1000042,True
