model_name,method,device,device_description,torch_version,parameter_count,epochs,training_images,validation_images,best_epoch,best_val_psnr,total_time_sec,mean_epoch_time_sec,mean_train_phase_time_sec,mean_validation_time_sec,mean_train_images_per_sec,solver_iterations,lambda_max,source_epoch,target_epoch,additional_epochs,continuation_time_sec,optimizer_step_min_before,optimizer_step_max_before,optimizer_step_min_after,optimizer_step_max_after,continuation_seed,rng_restored
u_tikhonov,U-Tikhonov T4/CG64,mps,Apple Metal Performance Shaders (MPS),2.12.0,1925025,200,500,50,200,31.88483558654785,27098.02434895803,135.4102209945411,128.26061894270262,7.149198702720332,3.9227287814513185,64,8.320335292207616,100,200,100,13810.90681354102,50000,50000,100000,100000,1000042,True
