epoch,train_mse,val_mse,val_psnr,val_ssim,noisy_mse,noisy_psnr,noisy_ssim,train_phase_time_sec,validation_time_sec,epoch_time_sec,total_time_sec,train_images_per_sec,validation_images_per_sec,val_lambda_mean,val_lambda_std,val_lambda_min,val_lambda_max,val_lambda_p01,val_lambda_median,val_lambda_p99
11,0.0008425297532121477,0.0009193718631286174,30.976878929138184,0.8364366638660431,0.009698207005858422,20.136563453674317,0.32226710945367815,75.08753308281302,4.656402749940753,79.74423887487501,875.6308647496626,6.658895018545312,10.73790277282956,18.81924256324768,11.608357729911804,0.19530537724494934,124.37488555908203,1.6152790522575378,19.01457124710083,66.00143371582031
12,0.0007638533268236643,0.0007953542590257712,31.489776496887206,0.8610385704040527,0.009698207005858422,20.136563453674317,0.32226710945367815,75.07596495794132,4.624205082654953,79.70047570811585,955.3814224577509,6.65992105835879,10.812669227743868,10.023823781013489,10.23298776626587,0.0319991260766983,149.4917755126953,0.754645421653986,6.899013838768005,48.02442893981934
13,0.0007373165857425193,0.0007897816758486442,31.54673698425293,0.860923912525177,0.009698207005858422,20.136563453674317,0.32226710945367815,75.33579420903698,4.637835499830544,79.97410458419472,1035.4503938327543,6.6369513356775895,10.780891215703292,12.692853960990906,11.135901479721069,0.1120159700512886,125.28929901123047,0.9573114719986916,9.844965116977692,51.93936038970947
14,0.0008199402341342647,0.0007838132296456024,31.57735996246338,0.8624556934833527,0.009698207005858422,20.136563453674317,0.32226710945367815,74.94264575000852,4.643962875008583,79.58691220916808,1115.137246124912,6.671768723883666,10.766666604738434,9.870731868743896,9.401637353897094,0.10431703925132751,140.8058624267578,0.9403847908973694,7.101249175071716,44.7582085609436
15,0.0007540883694946388,0.0007938965898938477,31.555954627990722,0.8579250359535218,0.009698207005858422,20.136563453674317,0.32226710945367815,75.11586670903489,4.636127874720842,79.752304750029,1194.9867475829087,6.656383290321009,10.78486214166616,25.574410104751585,20.166573486328126,0.1367092728614807,191.63449096679688,1.322717278599739,20.702481241226195,81.98432876586914
16,0.0007144476391076751,0.0008346848565270193,31.327387161254883,0.848722962141037,0.009698207005858422,20.136563453674317,0.32226710945367815,76.07445916719735,4.712744167074561,80.78751000016928,1275.8240222497843,6.5725081120996744,10.609529867825932,9.915633840560913,7.493702480792999,0.01826942153275013,167.94540405273438,0.9160759025812149,8.85764307498932,37.99759111404419
17,0.000742125922573905,0.0007651906154933386,31.69584545135498,0.8698428857326508,0.009698207005858422,20.136563453674317,0.32226710945367815,76.55220700008795,4.871033209376037,81.42358041740954,1357.3014044999145,6.531490333119012,10.264762700397362,18.06293416976929,18.086653547286986,0.06577317416667938,240.3312225341797,0.8957000431418419,11.673627707958222,77.5650341796875
18,0.0007536912343348377,0.0007553510315483436,31.758322334289552,0.8699610710144043,0.009698207005858422,20.136563453674317,0.32226710945367815,76.29480458330363,4.707617458887398,81.00271525001153,1438.4008584995754,6.553526190031294,10.621083900011076,25.147173795700073,25.075179290771484,0.08011893182992935,170.14805603027344,1.014890702366829,15.298640246391296,97.55398773193359
19,0.000727937134259264,0.0007596524353721179,31.736322174072267,0.8684535789489746,0.009698207005858422,20.136563453674317,0.32226710945367815,76.12216437514871,4.728535916656256,80.85099754203111,1519.3488198746927,6.568389168966311,10.574097539129422,23.403335838317872,21.61491521835327,0.11631595343351364,185.83775329589844,1.10858085334301,16.54375207901001,95.351529006958
20,0.0007586924716306385,0.0007643215294228867,31.712469749450683,0.8668617534637452,0.009698207005858422,20.136563453674317,0.32226710945367815,76.34921604115516,4.630488416645676,80.97999758273363,1600.3798699579202,6.5488557175293165,10.797996993202712,20.201945457458496,19.588270483016966,0.07180815935134888,142.6817626953125,1.0927901476621629,12.936182777881623,77.34701992034913
