model_name,device,device_description,torch_version,parameter_count,epochs,training_images,validation_images,best_epoch,best_val_psnr,total_time_sec,mean_epoch_time_sec,mean_train_phase_time_sec,mean_validation_time_sec,mean_train_images_per_sec,solver_iterations
u_tikhonov,mps,Apple Metal Performance Shaders (MPS),2.12.0,1925025,200,500,50,185,32.12489013671875,16042.561038290994,80.14209377670718,75.45123382542297,4.690512486478838,6.62720278345936,32
