model_name,method,device,device_description,torch_version,parameter_count,epochs,training_images,validation_images,best_epoch,best_val_psnr,total_time_sec,mean_epoch_time_sec,mean_train_phase_time_sec,mean_validation_time_sec,mean_train_images_per_sec,solver_iterations,lambda_max,source_epoch,target_epoch,additional_epochs,continuation_time_sec,optimizer_step_min_before,optimizer_step_max_before,optimizer_step_min_after,optimizer_step_max_after,continuation_seed,rng_restored
u_tikhonov,U-Tikhonov T4/CG64,mps,Apple Metal Performance Shaders (MPS),2.12.0,1925025,100,500,50,97,31.778332824707032,13287.249975875005,132.7913596262325,125.68402381708827,7.106941095870315,4.02381536250903,64,8.320335292207616,20,100,80,11046.056673165993,10000,10000,50000,50000,1000042,False
