epoch,train_mse,val_mse,val_psnr,val_ssim,noisy_mse,noisy_psnr,noisy_ssim,train_phase_time_sec,validation_time_sec,epoch_time_sec,total_time_sec,train_images_per_sec,validation_images_per_sec,val_lambda_mean,val_lambda_std,val_lambda_min,val_lambda_max,val_lambda_p01,val_lambda_median,val_lambda_p99,val_lambda_lower_saturation_fraction,val_lambda_upper_saturation_fraction,continuation_epoch,continuation_seed
15,0.0007606093569338555,0.0007964914193144068,31.517027893066405,0.8591431188583374,0.009698207005858422,20.136563453674317,0.32226710945367815,74.91506741699413,4.711747541005025,79.62714466699981,1194.9181750410062,6.67422478867819,10.611773989345554,15.800515918731689,10.81538104057312,0.03628343343734741,33.28031921386719,0.8300621919333935,14.41785891532898,32.99330997467041,0.0039788818359375,0.1199310302734375,,
16,0.0007193334288099322,0.0007829889855929651,31.601150398254394,0.8638221549987793,0.009698207005858422,20.136563453674317,0.32226710945367815,74.89086241601035,4.679069082980277,79.57026558299549,1274.5417050409887,6.676381922570954,10.685886254996923,12.672061710357665,9.924180221557616,0.010910297743976116,33.277442932128906,0.6160682889074087,10.146957654953003,32.42479320526123,0.01215850830078125,0.09957366943359375,,
17,0.0007446078147331719,0.0007728677536942996,31.63694087982178,0.8651825439929962,0.009698207005858422,20.136563453674317,0.32226710945367815,76.00408104201779,4.7249037500005215,80.72932275000494,1355.365717290988,6.578594111592271,10.582226145875348,9.335323443412781,7.791183090209961,0.020898720249533653,33.281166076660156,0.6196925835311413,6.802967615127564,29.75641260147095,0.00651092529296875,0.01709320068359375,,
18,0.0007552315574912427,0.0007667934091296047,31.6839794921875,0.8681775736808777,0.009698207005858422,20.136563453674317,0.32226710945367815,76.1745452079922,4.710923166014254,80.88589587499155,1436.3606307499867,6.563872467302112,10.613630967431641,12.931628527641296,10.69188714981079,0.017776036635041237,33.281341552734375,0.6108971290290356,9.908562021255493,32.728769607543946,0.0085247802734375,0.1536614990234375,,
19,0.0007250981671350019,0.0007645868376130238,31.695676155090332,0.8677645719051361,0.009698207005858422,20.136563453674317,0.32226710945367815,75.8534897500067,4.752090333990054,80.60594224999659,1517.0643302079989,6.591654538873155,10.521685508031558,12.47229811668396,10.361962890625,0.030977025628089905,33.281341552734375,0.6480990815162658,9.293097581863403,32.354998435974125,0.005518798828125,0.11893524169921875,,
20,0.0007639564219061867,0.0007822713375207968,31.572200736999513,0.8603975760936737,0.009698207005858422,20.136563453674317,0.32226710945367815,75.97592854200047,4.770183708984405,80.74647541699233,1597.9108537909924,6.5810317767106135,10.481776604500048,8.328830604553223,6.809391677379608,0.026618117466568947,33.28133773803711,0.6800802925229072,6.202136278152466,26.346791648864745,0.0050872802734375,0.0249896240234375,,
21,0.0007284724353567071,0.0007618176739197225,31.708007087707518,0.8667456459999084,0.009698207005858422,20.136563453674317,0.32226710945367815,75.75427320902236,4.672147042001598,80.42679737502476,1678.3893525000021,6.6002877305731955,10.701717979017088,14.495634784698487,11.13702693939209,0.033749260008335114,33.281341552734375,0.7507024431228637,11.92073263168335,33.126710395812985,0.00392608642578125,0.200794677734375,,
22,0.0007057869933196344,0.0007589245602139271,31.728560791015624,0.8678835439682007,0.009698207005858422,20.136563453674317,0.32226710945367815,76.20564825000474,4.654277417022968,80.86026329200831,1759.3587833330093,6.561193448019371,10.74280613723745,12.45258358001709,10.209423122406006,0.01713780127465725,33.281341552734375,0.7065033896267414,9.41907253742218,32.2076448059082,0.00499359130859375,0.134205322265625,,
23,0.0007297784005504582,0.000766597806068603,31.68488941192627,0.8652506494522094,0.009698207005858422,20.136563453674317,0.32226710945367815,75.29531454099924,4.785703375004232,80.0813464160019,1839.5423207909917,6.640519440658472,10.447785013411071,15.09484992980957,11.184140434265137,0.027062486857175827,33.281341552734375,0.8405435083806515,12.596241722106933,33.25165687561035,0.00318389892578125,0.217979736328125,,
24,0.0007458465637328117,0.0007562848532688804,31.743257293701173,0.8683880269527435,0.009698207005858422,20.136563453674317,0.32226710945367815,75.79808429200784,4.704906375001883,80.50331991701387,1920.0952132910024,6.596472782528094,10.627204032297026,13.992820544242859,11.191528606414796,0.03142952546477318,33.281341552734375,0.7555674421787262,10.932276060581207,33.17340602874756,0.00351409912109375,0.19527557373046875,,
25,0.000743606465805442,0.0007590434345183894,31.730451583862305,0.8671564447879792,0.009698207005858422,20.136563453674317,0.32226710945367815,76.01911216700682,4.700657333974959,80.72011612501228,2000.9254444160033,6.57729333777994,10.636810226224066,13.878488669395447,10.765462484359741,0.032825976610183716,33.281341552734375,0.793056579977274,11.192872622013091,32.94879421234131,0.00339569091796875,0.17105712890625,,
26,0.0007286948375895008,0.0008113332337234169,31.435534133911133,0.8625497913360596,0.009698207005858422,20.136563453674317,0.32226710945367815,76.03870879200986,4.723305666004308,80.76234158300213,2081.740568874986,6.5755982438846985,10.585806537965947,10.126788263320924,9.477853598594665,0.008732808753848076,33.281341552734375,0.4517120371758938,6.784056391716003,30.96591505050659,0.020220947265625,0.1027728271484375,,
27,0.0007415909135634138,0.0007579504005843774,31.72978561401367,0.8708888971805573,0.009698207005858422,20.136563453674317,0.32226710945367815,75.88826008301112,4.7377268750278745,80.62631462499849,2162.4157084999897,6.588634387625571,10.553584307180186,13.199546694755554,11.240203351974488,0.018517792224884033,33.281341552734375,0.5374959330260753,9.813234193325043,33.04685962677002,0.01032745361328125,0.17345916748046875,,
28,0.0007391670809647621,0.000750326261331793,31.774408531188964,0.8692015409469604,0.009698207005858422,20.136563453674317,0.32226710945367815,76.0254428749904,4.705586083990056,80.7313623749942,2243.1987084999855,6.576745640563467,10.625668961857135,14.444820275306702,11.17975902557373,0.016564110293984413,33.281341552734375,0.7289983561635017,11.736539750099181,33.11453861236572,0.00535736083984375,0.20792510986328125,,
29,0.0007281813075005629,0.0007469564335769973,31.791848831176758,0.8705005955696106,0.009698207005858422,20.136563453674317,0.32226710945367815,76.22537895801361,4.77622420800617,81.00193487500655,2324.297389124986,6.559495103007746,10.46852028348821,13.45547869682312,11.106115198135376,0.02409813553094864,33.281341552734375,0.6422075057029724,10.037395205497742,33.0058190536499,0.00624359130859375,0.18064208984375,,
30,0.0007308875981179881,0.0007596011547138915,31.723370513916016,0.8653746271133422,0.009698207005858422,20.136563453674317,0.32226710945367815,76.28775770799257,4.723508666997077,81.01160187501227,2405.414302916004,6.5541315542902066,10.58535159453555,15.124212884902954,10.738966817855834,0.026651978492736816,33.281341552734375,0.8316857287287712,12.94644232749939,33.069904289245606,0.0044476318359375,0.19074188232421874,,
31,0.000715755961207833,0.0007580673269694671,31.724237632751464,0.8695717334747315,0.009698207005858422,20.136563453674317,0.32226710945367815,76.05012687499402,4.707778542011511,80.75823204100016,2486.2216281250003,6.574610990746481,10.620720485003169,15.121037168502808,11.499068422317505,0.011244568973779678,33.281341552734375,0.549375898167491,12.637715229988098,33.21644187927246,0.01405487060546875,0.234290771484375,,
32,0.000727719736308245,0.0007473569521971512,31.791040573120117,0.8705728232860566,0.009698207005858422,20.136563453674317,0.32226710945367815,75.75191675001406,4.668252167000901,80.42050166701665,2566.692976833001,6.600493049569035,10.710646771278059,14.48914981842041,11.576449031829833,0.019264964386820793,33.281341552734375,0.5936888554692268,11.34581298828125,33.24659885406494,0.00875,0.24097381591796874,,
33,0.0007558918429058395,0.0007460004926542751,31.794340934753418,0.8693378663063049,0.009698207005858422,20.136563453674317,0.32226710945367815,75.73329837500933,4.731712000007974,80.46535941699403,2647.2098923749872,6.6021157235770325,10.566999851198835,11.803363790512085,9.930483703613282,0.02522285096347332,33.281341552734375,0.6412295751273632,8.459510107040405,31.978238563537598,0.005648193359375,0.1232470703125,,
34,0.0007163517914341355,0.0007498941442463547,31.76861930847168,0.8675675749778747,0.009698207005858422,20.136563453674317,0.32226710945367815,75.9233572910016,4.741384916997049,80.66507141600596,2727.9728006660007,6.585588649400516,10.545442075533375,15.502873392105103,11.56957790374756,0.027798457071185112,33.281341552734375,0.8034057785570622,12.855614066123962,33.263995056152346,0.00419342041015625,0.25773681640625,,
35,0.0007478005848588509,0.0007454520236933604,31.804266052246092,0.8689966106414795,0.009698207005858422,20.136563453674317,0.32226710945367815,75.94707520899829,4.704989416990429,80.65240529199946,2808.674991832988,6.583532000726205,10.62701646457321,14.922727098464966,11.306752157211303,0.0210124384611845,33.281341552734375,0.7084315629303455,12.33641237258911,33.25637641906738,0.00637969970703125,0.23208526611328126,,
36,0.0007112193653165378,0.0007475879121921025,31.778426475524903,0.8685878348350525,0.009698207005858422,20.136563453674317,0.32226710945367815,76.27071954199346,4.731233750004321,81.0022861250036,2889.7756079579995,6.555595686031359,10.568068001280709,10.477673106193542,9.228744549751282,0.017287136986851692,33.281341552734375,0.6460524863004684,6.794074614048004,30.78562484741211,0.0070654296875,0.08469390869140625,,
37,0.0007246194499757621,0.0007417753574554809,31.827652397155763,0.870003035068512,0.009698207005858422,20.136563453674317,0.32226710945367815,76.10122462498839,4.683395875006681,80.78495166701032,2970.6108815830084,6.570196504246811,10.676014015135689,14.15096082687378,11.113810720443725,0.028980344533920288,33.281341552734375,0.6868876579403878,11.081131865978241,33.070828971862795,0.00438079833984375,0.20180389404296875,,
38,0.0007184446260380355,0.0007397946517448872,31.83715175628662,0.870094279050827,0.009698207005858422,20.136563453674317,0.32226710945367815,76.18275333399652,4.772131417004857,80.95522099998198,3051.664736082981,6.5631652587814155,10.47749854956459,14.488503360748291,11.176042604446412,0.025833459571003914,33.281341552734375,0.6908454018831253,11.393279447555543,33.06087688446045,0.00610260009765625,0.21605377197265624,,
39,0.0007226936551578547,0.0007469212741125375,31.78981605529785,0.8711444818973542,0.009698207005858422,20.136563453674317,0.32226710945367815,76.23838208400412,4.770899041992379,81.00962016699486,3132.774290915986,6.558376323477975,10.48020500117719,11.825810408592224,10.307169799804688,0.01956268772482872,33.281341552734375,0.6176351104676724,8.071837961673737,32.03489601135254,0.008931884765625,0.13894012451171875,,
40,0.000710749307505921,0.0007365451185614802,31.854602012634277,0.8722097313404084,0.009698207005858422,20.136563453674317,0.32226710945367815,76.19485937498393,4.675240791984834,80.87042970798211,3213.6995639999805,6.562122485708773,10.69463632455451,13.502133388519287,11.06091781616211,0.027681702747941017,33.281341552734375,0.612212085723877,9.9497940158844,32.82532176971436,0.00715972900390625,0.19437225341796874,,
41,0.0007443045559939492,0.000736718880943954,31.853069763183594,0.8712374603748322,0.009698207005858422,20.136563453674317,0.32226710945367815,76.11494420899544,4.7885694580036215,80.9038295840146,3294.7025525409845,6.569012237952989,10.441531743145113,13.798867740631103,11.090224390029908,0.03333469480276108,33.281341552734375,0.7061051046848297,10.366480560302735,33.02711006164551,0.0059613037109375,0.1991802978515625,,
42,0.0007059528606205277,0.0007599937179475091,31.733403205871582,0.8666453063488007,0.009698207005858422,20.136563453674317,0.32226710945367815,76.45706250000512,4.716462499985937,81.17385479199584,3375.927453790995,6.53961823343614,10.601165598189127,14.910881671905518,11.23540831565857,0.06195826083421707,33.281341552734375,0.9647815769910812,11.736909484863281,33.11417686462402,0.001629638671875,0.236109619140625,,
43,0.000698911470708481,0.000734617665730184,31.86417320251465,0.8717703473567963,0.009698207005858422,20.136563453674317,0.32226710945367815,76.27972600000794,4.768530875007855,81.04858512501232,3457.032056750002,6.55482165732934,10.485409722741418,14.66769706249237,11.500172185897828,0.034056663513183594,33.281341552734375,0.6513044287264347,11.254052648544311,33.1107848739624,0.0056646728515625,0.21134002685546874,,
44,0.0006754844466070153,0.0007358686224324629,31.85897880554199,0.8705958247184753,0.009698207005858422,20.136563453674317,0.32226710945367815,75.81346520900843,4.679172582982574,80.4929623749922,3537.624442625005,6.595134500468503,10.685649890718341,13.285103731155395,10.63641317844391,0.040429532527923584,33.281341552734375,0.7019906547665596,9.860412764549256,32.680739097595215,0.00445098876953125,0.164691162109375,,
45,0.0007247880917357178,0.0007414533544215374,31.81189884185791,0.8692676115036011,0.009698207005858422,20.136563453674317,0.32226710945367815,76.28977937498712,4.73557154199807,81.02570454200031,3618.702071040985,6.5539578708486,10.55838763210905,10.949108366966248,9.481832575798034,0.019372278824448586,33.281341552734375,0.6056590822339057,7.473677694797516,31.379257488250733,0.0088720703125,0.111932373046875,,
46,0.0007046248499073044,0.0007313973037526011,31.881787719726564,0.8725804340839386,0.009698207005858422,20.136563453674317,0.32226710945367815,76.62398274999578,4.918801583000459,81.54312179199769,3700.298935333005,6.525372110079041,10.165077642652157,14.963498945236205,11.886690654754638,0.03188171610236168,33.281341552734375,0.6511460959911346,11.584403479099274,33.2428137588501,0.00634521484375,0.26949249267578124,,
47,0.0007025285732352131,0.0007360900932690129,31.855869216918947,0.8712885665893555,0.009698207005858422,20.136563453674317,0.32226710945367815,75.55965108302189,4.640594416006934,80.2005861250218,3780.598218875006,6.617288365329006,10.774481783526175,13.317789645195008,10.98407964706421,0.041782084852457047,33.281341552734375,0.6775400003790856,9.68961751461029,32.767263660430906,0.00457611083984375,0.1837677001953125,,
48,0.0006931675485802771,0.0007414165817317553,31.82313808441162,0.8730011522769928,0.009698207005858422,20.136563453674317,0.32226710945367815,74.76442862499971,4.70581287497771,79.47058716599713,3860.118188249995,6.6876723221932055,10.625156870530438,13.030710468292236,10.880220890045166,0.016379093751311302,33.281341552734375,0.534910649061203,9.426892051696777,32.68881916046143,0.01203094482421875,0.1777203369140625,,
49,0.0007014715751593031,0.000733423808705993,31.86452854156494,0.8724671292304993,0.009698207005858422,20.136563453674317,0.32226710945367815,75.07138191701961,4.640362540987553,79.7121026670211,3939.882308458007,6.66032764060047,10.775020175332916,12.9165469789505,11.107871794700623,0.03129047900438309,33.281341552734375,0.5618758831918239,9.04905698299408,32.731180572509764,0.0081744384765625,0.192503662109375,,
50,0.0007406933249330905,0.0007566554596996866,31.750203208923338,0.8656796813011169,0.009698207005858422,20.136563453674317,0.32226710945367815,75.48380700001144,4.682691041001817,80.1668539159873,4020.0996330000053,6.623937237292817,10.677620958162334,15.520252838134766,11.15961609840393,0.05661061778664589,33.281341552734375,0.9105632919073104,12.840714406967162,33.06965717315674,0.0020660400390625,0.234473876953125,,
51,0.0007161707183122416,0.0007288065769535024,31.898727684020997,0.8734651613235473,0.009698207005858422,20.136563453674317,0.32226710945367815,75.90051195898559,4.6553412080102134,80.55634912499227,4100.706582499988,6.587570848931629,10.740351300988957,13.828370008468628,11.355960206985474,0.0237690731883049,33.281341552734375,0.5996402126550674,10.16803842306137,33.029625511169435,0.00832275390625,0.21309478759765624,,
52,0.0007168615835562378,0.0007307166561076883,31.885173110961915,0.8714221715927124,0.009698207005858422,20.136563453674317,0.32226710945367815,75.95933112499188,4.69695949999732,80.65665720799007,4181.475619749981,6.582469758419077,10.645184400680597,15.939060134887695,11.98505256652832,0.04058012738823891,33.281341552734375,0.6881648193299771,13.312920207977294,33.27917106628418,0.00569793701171875,0.2980426025390625,,
53,0.000691764688666808,0.0007321218166907783,31.87633083343506,0.870636729001999,0.009698207005858422,20.136563453674317,0.32226710945367815,77.03750000000582,4.708600082987687,81.74646658400889,4263.275458499993,6.49034561090329,10.618867416804306,15.808927183151246,11.826926527023316,0.03771774470806122,33.281341552734375,0.7034158945083618,12.968904089927673,33.27478607177734,0.00594329833984375,0.2765972900390625,,
54,0.000749264351939928,0.0007467564087710343,31.80625701904297,0.8675945448875427,0.009698207005858422,20.136563453674317,0.32226710945367815,76.11945866700262,4.667718332988443,80.78750787500758,4344.121489540994,6.56862264598247,10.711871718272294,13.537641477584838,10.489115314483643,0.058916814625263214,33.281341552734375,0.832623145878315,10.131862726211548,32.77879425048828,0.00259613037109375,0.172310791015625,,
55,0.0006709157496316039,0.0007257336753536947,31.915912094116212,0.8735651183128357,0.009698207005858422,20.136563453674317,0.32226710945367815,74.49746441599564,4.6681460840045474,79.16594599999371,4423.339016540995,6.7116378244498085,10.710890169295586,14.43026225566864,11.685459489822387,0.03989449515938759,33.281341552734375,0.651850759088993,10.728332469463348,33.188518295288084,0.006448974609375,0.2470849609375,,
56,0.0007308459991422751,0.00073088178090984,31.878551254272463,0.870812382698059,0.009698207005858422,20.136563453674317,0.32226710945367815,74.87306370801525,4.669857583998237,79.54324220801936,4502.984986083,6.677969021674672,10.70696463449556,15.743823518753052,11.600144996643067,0.03766300901770592,33.281341552734375,0.7141524589061737,13.070953319072723,33.26103614807129,0.0062091064453125,0.2678720092773437,,
57,0.0006913535767421309,0.0007254085379827302,31.917774314880372,0.873486989736557,0.009698207005858422,20.136563453674317,0.32226710945367815,75.00547570802155,4.72909537499072,79.73489916601102,4582.775901624991,6.666179972598012,10.572846609188574,14.451487278938293,11.640017852783203,0.041422225534915924,33.281341552734375,0.6087918493151665,10.827882661819459,33.12683769226074,0.00689422607421875,0.23251373291015626,,
58,0.0007185359740051354,0.0007319713931065052,31.87798942565918,0.8742307782173157,0.009698207005858422,20.136563453674317,0.32226710945367815,75.05019154201727,4.654104790999554,79.70462800000678,4662.578903540998,6.662208179976092,10.743204600097021,13.920101218223571,11.339771099090576,0.02828262560069561,33.281341552734375,0.508213422447443,10.393991796970367,33.11784839630127,0.01223846435546875,0.1946319580078125,,
59,0.0006930692741225357,0.0007284842636727262,31.900492210388183,0.872639365196228,0.009698207005858422,20.136563453674317,0.32226710945367815,75.13572487499914,4.666017375013325,79.8020968339988,4742.434609832999,6.654624026477867,10.715776642357062,15.259112915992738,11.691433954238892,0.016402827575802803,33.281341552734375,0.6194133265316486,12.307935037612914,33.20602642059326,0.01126373291015625,0.2702777099609375,,
60,0.0006870855972310892,0.0007259078731294722,31.916877937316894,0.8731584775447846,0.009698207005858422,20.136563453674317,0.32226710945367815,74.84943775000283,4.627397208008915,79.47717150000972,4821.966524874995,6.6800768987737795,10.80521030558215,14.674553623199463,11.548643398284913,0.033730652183294296,33.281341552734375,0.5918216918408871,11.3814093542099,33.22562126159668,0.00793548583984375,0.238243408203125,,
61,0.0006977101231275356,0.000725929568434367,31.91498264312744,0.8743229854106903,0.009698207005858422,20.136563453674317,0.32226710945367815,74.86331141699338,4.672770499979379,79.53643283300335,4901.557916124992,6.678838947090763,10.700290117013163,14.094405307769776,11.290000839233398,0.022524697706103325,33.281341552734375,0.562382314056158,10.76819373846054,33.032689056396485,0.01064788818359375,0.22593536376953124,,
62,0.0007282515486590455,0.0007226387222181074,31.934480934143068,0.8736457717418671,0.009698207005858422,20.136563453674317,0.32226710945367815,74.94944399999804,4.659983917023055,79.60975583299296,4981.222414749995,6.671163564602469,10.729650764962635,14.027129077911377,11.249497537612916,0.041833508759737015,33.281341552734375,0.6483233091235161,10.45202756166458,32.84876247406006,0.0061517333984375,0.220655517578125,,
63,0.0006789082481977858,0.0007316192975849844,31.88408660888672,0.870763658285141,0.009698207005858422,20.136563453674317,0.32226710945367815,74.95124295799178,4.645661875023507,79.5972417909943,5060.917146416003,6.671003445269573,10.762729045954728,13.812897357940674,10.797351698875428,0.026597609743475914,33.281341552734375,0.7893507537245751,10.122001886367798,32.4718194770813,0.0043389892578125,0.203660888671875,,
64,0.0006811642085071981,0.0007240862149046734,31.9214359664917,0.8733479332923889,0.009698207005858422,20.136563453674317,0.32226710945367815,74.82122883299598,4.638081416982459,79.45963949998259,5140.431520207989,6.682595405055699,10.780319598729696,13.091951193809509,11.017648186683655,0.027847079560160637,33.281341552734375,0.6800058598816395,8.97973709344864,32.68939449310303,0.00670928955078125,0.19864898681640625,,
65,0.0007171236533176853,0.0007217949570622295,31.935796012878416,0.8740467894077301,0.009698207005858422,20.136563453674317,0.32226710945367815,75.17850979199284,4.6470658339967486,79.82591045901063,5220.312252040982,6.650836806734022,10.759477439336614,13.719430599212647,11.327069702148437,0.03975347429513931,33.281341552734375,0.6033847805857658,9.843662841320038,32.88564601898193,0.00734222412109375,0.2123406982421875,,
66,0.000709125645936183,0.0007228534182650037,31.934984817504883,0.8733369469642639,0.009698207005858422,20.136563453674317,0.32226710945367815,75.02185399999144,4.67603608299396,79.69822024999303,5300.120875249995,6.664724654766024,10.692817401867893,14.31609721660614,11.30535408973694,0.04136238247156143,33.281341552734375,0.6553521543741226,10.970043320655822,32.997911071777345,0.005400390625,0.22082061767578126,,
67,0.0006825213570700726,0.000722723764483817,31.927557830810546,0.873277199268341,0.009698207005858422,20.136563453674317,0.32226710945367815,75.09811329102376,4.643945542018628,79.74238912502187,5379.918435750005,6.657956879187847,10.766706790077048,12.884994678497314,10.987408304214478,0.030399775132536888,33.281341552734375,0.6725299225747585,8.748385210037231,32.774801635742186,0.00646270751953125,0.1866912841796875,,
68,0.0007140303644118831,0.0007264630518329795,31.912462921142577,0.8713676249980926,0.009698207005858422,20.136563453674317,0.32226710945367815,75.05764891699073,4.629484999983106,79.68746849999297,5459.656530832988,6.661546254306074,10.800337402579869,15.207521381378173,11.591076936721802,0.030766427516937256,33.281341552734375,0.7114782720804215,12.02884557723999,33.26227142333985,0.007010498046875,0.26120941162109373,,
69,0.0007285911446451792,0.0007213846541708335,31.942971496582032,0.87373783826828,0.009698207005858422,20.136563453674317,0.32226710945367815,76.28038095802185,4.727196374995401,81.00791112502338,5540.717588750005,6.554765376370589,10.577093912255474,14.480085172653197,11.502829055786133,0.01922621577978134,33.281341552734375,0.5938125725090504,11.090516958236694,33.224688339233396,0.00844451904296875,0.2425335693359375,,
70,0.0007111958522341411,0.0007220728031825275,31.93995780944824,0.8731993007659912,0.009698207005858422,20.136563453674317,0.32226710945367815,76.1651684580138,4.718302584020421,80.8838037920068,5621.701508208003,6.564680550475327,10.59703126487396,14.870161681175231,11.665800161361695,0.043675925582647324,33.281341552734375,0.6904987481236458,11.387801342010498,33.20375347137451,0.00540802001953125,0.265997314453125,,
71,0.0007034839228376768,0.0007221873215166852,31.934829483032228,0.8725477290153504,0.009698207005858422,20.136563453674317,0.32226710945367815,75.66289779200451,4.671207625011448,80.33443208399694,5702.089533582999,6.60825866562087,10.703870179582836,14.96559730052948,11.483917455673218,0.03128572180867195,33.281341552734375,0.6884459021687508,11.633562119007111,33.181039314270016,0.00731475830078125,0.25653564453125,,
