model_name,method,device,device_description,torch_version,parameter_count,source_epoch,target_epoch,additional_epochs,best_epoch,best_val_psnr,total_time_sec,continuation_time_sec,mean_continuation_epoch_time_sec,solver_iterations,optimizer_step_min_before,optimizer_step_max_before,optimizer_step_min_after,optimizer_step_max_after,continuation_seed,rng_restored
u_tgv,U-TGV,mps,Apple Metal Performance Shaders (MPS),2.12.0,1925058,200,300,100,286,31.889141960144045,59005.14439625095,19897.239780745876,198.97239780745878,64,100000.0,100000.0,150000.0,150000.0,1000042,True
